Player,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim
Faisal,31,64.5%,3.6,3.7,2.2,4.2,8.6,425,50%,23,538,0.89,0.28,0.11,0.11,474,4,178,22.6%,9.7%
FaithXD,14,35.7%,3.1,2.1,3.6,9.1,4.4,314,68.8%,16.1,342,1.29,0.19,0.29,0.28,-17,-16,-531,28.6%,0%
FakeGod,30,76.7%,6.6,3.4,1.3,5.4,8.2,413,50%,19.6,522,1.16,0.27,0.16,0.16,409,6,474,23.3%,3.3%
Faker,36,80.6%,4,2.9,2.1,5.3,8.3,400,58.2%,26.6,625,1.1,0.3,0.21,0.18,168,0,-13,19.4%,5.6%
Fallen,14,35.7%,3.4,2.5,2.9,7.4,5.3,336,79%,19.7,418,1.4,0.17,0.35,0.23,-293,-2,-138,28.6%,7.1%
Falleo,13,61.5%,4.8,2.3,1.7,5.8,6.9,364,50.9%,18.7,434,01.08,0.38,0.14,0.17,258,-2,382,15.4%,7.7%
FatShield,18,33.3%,1.6,2,3.6,3.6,7.1,344,49.9%,19.9,414,0.88,0.27,0.12,0.09,-782,-18,-439,11.1%,33.3%
FatihCan,12,75%,5.6,3.3,1.6,5.6,8.5,408,69.2%,24.2,530,01.02,0.21,0.27,0.11,-281,0,228,41.7%,8.3%
Febiven,17,70.6%,6,4,1.7,6.2,8.7,421,57.7%,29.3,675,1.13,0.32,0.19,0.15,260,3,152,5.9%,11.8%
Fede,16,87.5%,7.3,5.9,1.8,7.3,9.3,463,72.7%,27.9,724,1.25,0.25,0.26,0.13,392,4,105,31.3%,0%
Feedarias,13,61.5%,3.5,1.4,2.8,8.7,1.1,249,64%,9.3,211,2.83,0.95,0.41,0.4,246,6,128,38.5%,7.7%
Feisty,38,71.1%,5.2,3.9,1.9,6.3,8.5,413,69.9%,29.5,670,1.13,0.32,0.24,0.23,571,11,220,26.3%,21.1%
Fendras,17,35.3%,3.6,0.8,2.4,7.6,0.8,225,74.7%,9.7,176,2.34,0.75,0.26,0.27,-273,-4,83,17.6%,11.8%
Feng,17,52.9%,4.5,3.5,1.9,5.1,9.4,415,69%,30,635,1.41,0.36,0.41,0.23,3,2,6,5.9%,0%
Ferret,16,37.5%,2.7,2.4,3.1,5.9,5.2,319,65.3%,15.1,346,1.95,0.35,0.47,0.3,-11,-1,-75,37.5%,12.5%
Fikus,9,11.1%,1.1,0.9,3,2.4,7.5,328,43.3%,20.5,356,0.85,0.39,0.09,0.12,-698,-16,-727,11.1%,11.1%
Finn,17,35.3%,1.9,2.3,2.9,3.1,7.4,371,43.4%,23.8,508,01.05,0.48,0.14,0.18,-181,-9,20,17.6%,5.9%
Finnry,21,52.4%,3.4,3.2,3.3,8.1,5.4,342,74.2%,17.6,437,1.47,0.24,0.36,0.21,72,3,-74,33.3%,4.8%
FireRain,14,85.7%,7.1,4,1.6,7.6,9.1,436,65.6%,24.3,547,1.41,0.26,0.25,0.18,191,2,246,21.4%,14.3%
Fiya,17,17.6%,1.7,1.9,3.9,4.7,4.6,295,72%,15.1,291,1.42,0.24,0.39,0.24,-673,-3,-296,23.5%,11.8%
Flakked,18,72.2%,8.5,5.4,1.4,6.9,9.7,469,71.6%,25.7,664,1.8,0.43,0.41,0.24,193,4,70,44.4%,0%
Flamer,17,23.5%,2.7,1.8,1.8,2.9,9.2,399,42.9%,19.5,419,0.87,0.24,0.13,0.11,307,8,151,5.9%,11.8%
Flawed,6,0%,1.5,1.2,3.7,4.3,5.2,292,57.8%,15.7,281,1.56,0.18,0.44,0.18,-689,-5,-347,0%,0%
Flay,18,38.9%,2.5,1.2,4,8.9,0.6,234,68.2%,9.6,261,02.02,0.77,0.22,0.16,-138,-6,-228,22.2%,16.7%
Fleshy,14,21.4%,2.3,0.6,2.8,5.7,0.9,218,61.8%,7,149,3.22,1.2,0.42,0.4,-174,5,-158,21.4%,7.1%
Flowing,2,0%,0.9,1.5,5.5,3.5,4.2,288,61.8%,11,210,01.05,0.1,0.18,0.15,-1030,-8,-500,0%,0%
FoFo,29,72.4%,6.7,3.3,1.4,5.9,8.4,396,69.8%,26.1,638,-,-,-,-,-,-,-,-,-
Focus,14,0%,2,2.1,2.3,2.4,9.3,394,63.9%,28.3,550,1.11,0.34,0.29,0.11,-385,-7,-86,14.3%,0%
Forest,42,54.8%,2.3,2.3,4,6.7,5.6,343,68.1%,17.2,404,2.16,0.42,0.62,0.31,314,10,412,40.5%,11.9%
Fornoreason,4,25%,2.6,3.3,4,7.3,7,382,64.3%,30.5,683,0.9,0.14,0.17,0.09,-86,0,-60,0%,25%
Forsaken1,12,16.7%,1.9,1.7,3.1,4.1,7.1,343,53.5%,19.9,452,0.94,0.25,0.11,0.16,-571,-8,-148,8.3%,0%
Frappii,16,62.5%,3.5,4.2,2.9,5.9,8.9,428,65.6%,24.6,559,0.97,0.19,0.18,0.12,103,2,285,25%,6.3%
Fred,13,53.8%,3.5,3.7,2.5,5.2,8.1,388,67.7%,22.3,520,1,0.23,0.16,0.1,-78,-1,190,7.7%,15.4%
Fresskowy,18,55.6%,7.1,4.9,1.5,5.7,9.1,434,64.4%,22.8,518,1.17,0.31,0.16,0.14,393,0,-95,27.8%,0%
Frim,36,16.7%,1.8,1.2,3.1,4.5,7.3,330,51.3%,20.7,416,0.98,0.28,0.16,0.24,-653,-11,-468,13.9%,16.7%
Froggy,11,45.5%,3,2.5,2.7,5.8,8.1,388,63.4%,23.9,560,1.59,0.07,0.35,0.22,-76,-1,294,18.2%,0%
Frost,14,14.3%,2,1.5,3.6,5.7,5.4,313,70.7%,17.5,346,1.39,0.12,0.39,0.19,-96,0,-17,28.6%,21.4%
Frostsize,17,58.8%,4.3,4.4,2.4,5.6,8.6,404,66.9%,23.3,580,1.17,0.25,0.22,0.13,28,5,120,11.8%,11.8%
Frozenn1,11,18.2%,2.5,0.5,2.5,5.9,0.6,225,67.6%,11.3,205,2.45,1.3,0.29,0.26,-310,-1,-74,9.1%,9.1%
Frygo,19,78.9%,3.9,4.8,2.9,6.4,8.3,425,54.5%,26.2,669,1.15,0.18,0.26,0.12,140,0,304,26.3%,10.5%
Fudge,14,78.6%,6,3.5,1.6,6,8.1,407,62.8%,24,583,0.92,0.29,0.1,0.17,209,2,243,21.4%,14.3%
Funja,13,15.4%,2,2.9,3.4,3.7,8.2,364,64.8%,26.5,496,0.78,0.25,0.13,0.11,-397,-3,-218,30.8%,7.7%
Furuy,14,85.7%,6.4,4.3,2.1,9.1,8.2,420,66.8%,25.7,685,1.15,0.32,0.15,0.17,393,4,-86,28.6%,7.1%
Fuuu,14,50%,4.2,4.1,2.2,5.2,7.7,392,63.9%,25,531,01.03,0.3,0.18,0.2,-98,-4,-115,35.7%,0%
GALA,27,44.4%,3.7,3.9,2.1,4.1,9.5,433,66.2%,28.9,622,-,-,-,-,-,-,-,-,-
GIDEON,26,61.5%,3.4,2.2,2.8,7.4,4.8,325,66.5%,14.4,337,-,-,-,-,-,-,-,-,-
GODZILLA,16,62.5%,5.7,4.8,1.8,5.6,7.9,413,63.1%,27,627,1.37,0.33,0.17,0.11,49,-3,93,6.3%,0%
Gaarfield,18,50%,2.9,0.8,4.1,11,0.8,240,70%,8,197,2.65,01.09,0.25,0.3,-170,1,-89,16.7%,16.7%
Gabbo,15,33.3%,2,3.1,3.5,3.9,7.4,371,53.4%,24.5,491,01.05,0.27,0.13,0.13,-331,-7,-203,13.3%,13.3%
Gadget,2,50%,3.7,3.5,1.5,2,8.9,408,36.7%,21.9,451,0.94,0.34,0.2,0.09,-26,16,523,50%,50%
Gajo,13,7.7%,1.2,1.2,4.9,4.8,1.4,236,58.4%,13.3,278,1.98,0.79,0.23,0.16,-543,-3,-402,7.7%,7.7%
Galaxy,13,61.5%,2.5,4,3.4,4.6,8.1,405,55.6%,24.5,590,1.15,0.31,0.18,0.19,234,5,110,38.5%,30.8%
Gamin,22,9.1%,2.9,2.9,2.3,3.8,9.3,397,67.8%,24.8,504,01.08,0.26,0.31,0.06,-86,0,98,18.2%,22.7%
Gamsu,30,46.7%,2.2,2.3,2.7,3.5,8.4,389,44%,20.6,483,0.87,0.28,0.12,0.1,77,2,70,6.7%,13.3%
Gavotto,16,75%,4.3,3.9,2.5,6.9,9.5,438,68.7%,28.2,705,1.18,0.23,0.3,0.14,-170,5,-4,6.3%,6.3%
GeeGee,8,25%,2.2,2.5,2.3,2.5,8.4,392,48%,23.8,480,0.78,0.13,0.21,0.03,-845,-13,-620,12.5%,0%
Gemini,17,70.6%,4.8,2.4,2.1,7.5,5.2,336,71.8%,13.7,314,1.72,0.27,0.4,0.35,223,5,141,41.2%,0%
Gerro,18,22.2%,2.1,1.1,3.9,7.2,0.8,228,69.7%,8.8,189,2.54,0.88,0.37,0.24,-55,-5,12,22.2%,5.6%
Getsu,14,35.7%,2.5,2.4,3.8,6.9,5,332,71.6%,12.9,277,1.24,0.14,0.27,0.18,-104,-7,-52,7.1%,14.3%
Giyuu,18,83.3%,5.2,7.4,3.1,8.4,8.7,464,68%,30.4,873,1.58,0.43,0.23,0.18,617,4,123,44.4%,5.6%
Glory2,9,55.6%,3.8,3.7,2.6,6,8.6,400,74.7%,24.4,536,1.37,0.1,0.34,0.25,-92,3,-255,33.3%,11.1%
GntlmanHero,22,54.5%,1.4,3.3,4.9,3.5,7.4,390,41.3%,24.7,664,0.68,0.26,0.09,0.03,-163,1,-181,9.1%,22.7%
Goldenpenny,6,16.7%,2.4,3.5,3.5,4.8,9.1,441,68.7%,27.3,540,01.06,0.18,0.21,0.11,204,6,244,33.3%,16.7%
Goliath,4,25%,2.4,0.8,3,6.5,0.7,226,75.1%,7.7,138,2.52,1.71,0.26,0.63,-245,0,-267,25%,0%
Goo,10,10%,2.1,1.8,3.7,6.1,4.8,295,75%,13.9,276,1.13,0.27,0.25,0.26,-658,-11,-503,40%,20%
Gooby,8,37.5%,2.5,2,3,5.6,5.7,337,78.8%,17.5,357,1.47,0.26,0.41,0.23,128,5,-51,37.5%,0%
Goot,14,42.9%,3,1.9,3.1,7.7,5,316,73.7%,17,376,1.57,0.3,0.37,0.35,172,1,67,42.9%,14.3%
Gori,12,66.7%,4.1,3.2,2.1,5.4,8.7,404,66.9%,29.1,629,1.13,0.26,0.2,0.18,52,-1,7,33.3%,8.3%
Gorilla1,13,15.4%,2.6,0.9,2.8,6.2,0.9,229,68%,10.5,190,2.13,0.95,0.23,0.27,-122,2,-221,23.1%,7.7%
Gosberg,4,75%,4.3,6,3,7,9.6,470,59.3%,21.1,613,1.27,0.26,0.44,0.15,-609,-2,111,0%,50%
Gotzy,13,53.8%,5,4.2,1.9,5.5,8.8,424,70.8%,31.7,765,0.94,0.27,0.22,0.12,469,18,384,15.4%,0%
Grell,8,37.5%,3.3,3.9,3.5,7.6,5.8,349,67.2%,18.7,414,1.69,0.15,0.38,0.29,342,-5,-25,25%,0%
Gremy,1,100%,1.6,0,5,8,4.6,280,36.4%,4.5,155,1.59,0,0.38,0.56,-566,-9,-258,0%,0%
Grevthar,14,28.6%,3.3,3.6,2.9,6.1,7.7,369,69.3%,21.4,448,1.13,0.29,0.17,0.25,24,0,-62,35.7%,7.1%
Griba,14,28.6%,2.4,1.1,3.6,7.6,0.8,234,68%,12,248,2.83,1.17,0.49,0.51,145,-1,-127,28.6%,7.1%
Grizzly,2,100%,5.7,4.5,3,12.5,4.4,358,75.8%,15.7,418,1.52,0.42,0.28,0.68,764,-6,68,50%,0%
Gru,14,50%,2.2,2.4,3,4.3,7.9,382,46%,21.1,444,0.98,0.29,0.17,0.15,-374,-3,-131,7.1%,7.1%
Guertas,14,71.4%,6.3,3.3,1.9,8.5,5.2,349,67%,12.6,299,1.57,0.19,0.35,0.28,-123,4,174,28.6%,7.1%
Guigo,14,28.6%,2.3,3.7,3.7,4.6,7.9,389,62.4%,29.8,620,1.18,0.33,0.2,0.24,93,-3,-21,21.4%,0%
Guigs,14,71.4%,7.4,2.7,2.1,12.7,1,300,78%,12.1,318,3.98,1.46,0.6,0.46,617,0,343,28.6%,0%
Gumayusi,36,80.6%,5.2,4.1,1.8,5.3,9.8,470,67.2%,26.1,616,1.3,0.32,0.36,0.19,563,12,226,16.7%,11.1%
Gury,5,60%,4.2,3.8,3.2,9.6,5.3,364,78%,22.6,563,2.35,0.5,0.42,0.26,336,5,142,60%,0%
Guti,41,31.7%,3,4.1,3,4.9,8.3,397,65.3%,25.8,576,01.02,0.18,0.25,0.15,-99,-2,24,24.4%,9.8%
Guwon,38,60.5%,4.1,2.6,2.4,7.4,5.2,338,71.9%,13.9,310,1.59,0.29,0.44,0.28,94,0,4,42.1%,2.6%
Gyosoo,3,0%,1.7,0.3,3.3,5.3,0.6,203,85.9%,5.1,86,02.04,0.45,0.24,0.45,-418,-16,-506,0%,0%
H4cker,24,29.2%,2.3,1.2,3.1,6,5.1,304,73.8%,13.6,274,-,-,-,-,-,-,-,-,-
HH,39,61.5%,3.3,0.5,3.1,9.5,0.8,239,73.5%,7.9,162,2.98,1.25,0.38,0.52,-133,1,-253,17.9%,10.3%
HONOR,17,88.2%,8.7,1.1,1.6,13.3,0.6,270,78%,11.1,269,2.61,0.92,0.29,0.31,322,-3,196,17.6%,11.8%
HRK,22,9.1%,1.6,1.7,3.9,4.4,4.9,297,68.7%,16.7,282,1.72,0.29,0.43,0.31,-103,-3,3,31.8%,22.7%
Habubu,22,54.5%,2.8,2.3,3.3,6.8,5.2,336,63.9%,15.7,387,1.65,0.23,0.4,0.19,146,-3,-62,27.3%,9.1%
Hades1,14,50%,3.1,2.6,3.1,7.1,4.8,322,70.9%,15.1,325,1.26,0.2,0.31,0.25,-386,-11,-316,50%,14.3%
Hadess,18,61.1%,3.2,3.3,2.9,5.9,5.3,336,63.2%,16.8,390,1.83,0.3,0.48,0.27,-258,2,-54,5.6%,5.6%
Haeri,14,42.9%,2.9,3.5,2.6,4.1,8.9,411,58.3%,28,665,1.23,0.27,0.24,0.18,239,5,145,0%,14.3%
Haichao,22,36.4%,4,3.3,1.6,3.1,8.8,399,55.5%,23.5,520,-,-,-,-,-,-,-,-,-
HamBak,38,71.1%,4.7,2.8,2.2,7.6,5,335,70.2%,13.1,311,1.82,0.43,0.44,0.38,166,3,153,36.8%,0%
Hana,17,52.9%,4.1,2.2,2.2,7,5.2,321,70.6%,13.4,288,1.83,0.29,0.48,0.39,-148,-2,-95,41.2%,0%
Hanabi,17,52.9%,3.5,2.8,2.1,4.5,8.6,405,56.6%,23.3,508,1.23,0.27,0.25,0.21,294,8,334,17.6%,0%
Hang,25,76%,3.3,0.9,3.4,10.6,1.1,252,69.2%,8.7,218,-,-,-,-,-,-,-,-,-
Hans SamD,14,85.7%,12.9,6.9,1,5.9,10.6,538,72.7%,32.3,768,1.75,0.34,0.39,0.15,1367,19,608,42.9%,0%
Hans sama,21,76.2%,7.2,4.8,1.6,6.5,8.9,472,60.5%,22.9,576,01.07,0.4,0.28,0.12,732,8,449,23.8%,9.5%
Hantera,16,56.3%,4.4,0.9,2.6,10.7,0.9,239,74.2%,8.9,170,2.78,0.94,0.41,0.37,18,-2,-151,31.3%,0%
Harbo,7,0%,2,2.1,3,4,8.8,388,76.2%,30.4,559,0.8,0.33,0.17,0.08,-125,1,76,14.3%,14.3%
Harder,4,0%,1.2,1.8,4.5,3.5,7.2,322,72.4%,22.5,471,-,-,-,-,-,-,-,-,-
Harp,20,80%,5.4,1.6,2,9.3,0.9,281,72.8%,11.3,282,03.01,0.93,0.47,0.43,601,2,120,40%,0%
Harpoon,16,37.5%,3.7,4.2,2.3,4.4,9.5,448,61.1%,23.5,523,01.07,0.27,0.2,0.11,-245,-6,-224,18.8%,12.5%
Haru,11,54.5%,3.7,1.8,2.3,6.5,5.7,339,73.3%,14.5,290,1.63,0.15,0.38,0.29,192,6,238,45.5%,0%
Hasmed,11,45.5%,2,1.1,3.1,5,7.6,349,49.3%,19.2,433,1.31,0.07,0.23,0.27,-719,-13,-450,0%,27.3%
Hatrixx,18,27.8%,2.5,3.1,3.1,4.5,8.8,399,69.3%,31.5,663,01.02,0.29,0.2,0.15,-51,-3,-35,27.8%,5.6%
Hauntzer,30,46.7%,3.9,3.4,2.2,5.1,8.8,432,53.7%,23.6,554,1.14,0.33,0.17,0.15,791,16,532,20%,6.7%
Hauz,14,64.3%,5,3.9,2.1,6.7,8.1,412,73.5%,29.2,776,1.22,0.34,0.23,0.17,115,0,98,28.6%,14.3%
HawHaw,14,92.9%,8.4,5.1,1.4,6.4,9.3,468,60.3%,25.1,639,0.99,0.31,0.17,0.16,920,9,452,21.4%,0%
HeSSZero,14,64.3%,3.7,3.4,2.6,6.2,7.6,392,55.3%,21.9,555,01.03,0.29,0.14,0.17,265,8,250,0%,14.3%
Heimdall,21,52.4%,3.2,1,3.6,10.6,0.7,241,71.4%,9.9,247,2.34,0.96,0.3,0.27,-8,-2,298,19%,14.3%
Hena,37,32.4%,2.5,2.2,1.9,2.7,9.3,399,57.4%,26.8,514,1.31,0.34,0.4,0.17,-262,-3,-14,32.4%,2.7%
Heng,29,41.4%,2.5,2.4,3.3,5.9,4.7,319,64.3%,13.5,303,-,-,-,-,-,-,-,-,-
Henra,13,61.5%,3.6,4.2,2.3,4.1,8.7,401,67.7%,26.9,555,1.29,0.26,0.18,0.13,-479,-5,-89,15.4%,15.4%
Heroic,12,91.7%,6.7,5.6,2.1,8.3,8.2,443,66.1%,24.7,709,0.87,0.13,0.14,0.08,562,8,158,41.7%,8.3%
Hery,28,28.6%,1.9,1.8,2.8,3.7,8.2,374,59.6%,23.6,467,-,-,-,-,-,-,-,-,-
HiRit,14,71.4%,2.8,3.6,3.1,5.1,8.4,417,53.4%,22.8,561,01.06,0.25,0.17,0.21,4,7,-159,21.4%,28.6%
Hidan,14,71.4%,4.2,5.1,2.9,6.9,7.8,412,60.1%,23.5,600,01.08,0.35,0.17,0.26,249,5,74,28.6%,7.1%
Highway,21,61.9%,3.6,0.9,2.5,8.2,0.7,257,66.2%,10.2,274,2.77,01.09,0.36,0.23,252,-2,26,28.6%,4.8%
Hiro,14,21.4%,2.6,2.1,2.5,4.4,8.4,379,55.5%,22.6,469,0.84,0.27,0.2,0.06,-556,-15,-414,21.4%,7.1%
Hiro02,11,36.4%,1.3,2,3.5,2.5,8.4,386,34.5%,22.8,516,1.14,0.08,0.23,0.23,433,8,268,9.1%,9.1%
Hiro1,18,77.8%,2.8,3.6,3.6,6.7,7.6,402,55.1%,25.3,661,1.27,0.31,0.16,0.11,186,-2,-45,22.2%,16.7%
Hoglet,22,31.8%,1.8,1.5,4,5.8,5,297,69.4%,12.9,266,1.81,0.2,0.52,0.34,-398,0,-56,18.2%,22.7%
Holo,17,64.7%,4.5,2.5,1.8,5.6,5,330,61.9%,15.8,366,2.28,0.39,0.56,0.3,165,-2,-30,41.2%,5.9%
Holyphoenix,11,54.5%,6.3,4.6,1.3,3.4,9.4,451,61.7%,27.1,549,1.1,0.15,0.28,0.06,310,4,135,27.3%,0%
HondaTolec,12,25%,2.5,1.3,3.5,7.3,1,240,72.8%,10.7,242,2.39,0.75,0.33,0.32,-39,2,260,8.3%,8.3%
Honey,22,40.9%,3.9,4.3,2.1,4,9.5,434,69.7%,34,702,1.4,0.28,0.47,0.12,-398,-8,-182,13.6%,4.5%
Hong2,17,35.3%,2.6,2.9,2.6,4.1,8.9,393,63.2%,27.2,581,1.19,0.25,0.23,0.12,-321,1,-216,5.9%,0%
Hoon,30,73.3%,2.5,2.4,2.4,3.7,9.2,429,42.3%,22.2,591,01.06,0.25,0.16,0.17,657,17,366,16.7%,6.7%
Hoopa,10,10%,1.2,1.7,3.5,2.5,7.9,349,50.6%,18.7,341,1.18,0.43,0.28,0.2,-1579,-24,-738,0%,30%
Hope,29,41.4%,3.3,3.6,2.5,4.8,9,424,66.1%,25.4,585,-,-,-,-,-,-,-,-,-
Howling,16,43.8%,2.8,2.4,2.4,4.3,8.1,384,56.4%,19,428,0.85,0.2,0.15,0.13,228,5,261,6.3%,18.8%
Hoya,27,51.9%,2.6,2.3,2.6,4.5,7.7,368,49%,22,460,-,-,-,-,-,-,-,-,-
HuSha,6,66.7%,4.3,2.8,2.5,7.8,4.6,322,75%,13.2,309,1.66,0.4,0.4,0.32,-344,-13,-237,33.3%,33.3%
Hugato,8,37.5%,3.7,2.1,2.6,7.6,5,323,73.4%,13.7,307,1.99,0.37,0.54,0.37,-9,-4,-47,62.5%,12.5%
Huhi,14,57.1%,5.6,1.1,1.8,8.9,0.8,252,81.6%,10.4,231,3.36,1.19,0.47,0.45,264,-1,-58,28.6%,7.1%
Humanoid,9,22.2%,1.8,2.2,3.8,4.4,8.3,387,68.3%,29.9,660,0.82,0.37,0.13,0.04,130,-1,-36,11.1%,22.2%
Humble,14,35.7%,3.2,4.6,2.7,4.1,9.6,457,73.2%,26.1,569,1.14,0.26,0.33,0.12,585,9,253,35.7%,7.1%
HungryPanda,13,76.9%,4,0.8,3.2,11.6,1.2,271,73.3%,8.2,197,3.15,1.11,0.37,0.49,437,2,380,23.1%,23.1%
Hunt,18,55.6%,3.4,5.9,3.4,5.6,8.6,441,68.8%,25.8,648,1,0.23,0.15,0.07,260,11,218,16.7%,22.2%
Hydra,18,11.1%,2.3,2.7,3.1,4.3,8.1,369,60.1%,23.8,462,0.97,0.32,0.16,0.19,-374,-6,70,16.7%,5.6%
Hylissang,28,60.7%,2.7,0.7,3.4,8.6,0.8,245,65.6%,8.9,207,2.76,1.35,0.33,0.32,-62,3,-62,21.4%,7.1%
Hype,38,71.1%,7.3,5,1.4,5.4,9.9,463,70.2%,28,644,1.47,0.38,0.35,0.21,284,7,182,31.6%,5.3%
Hyper,12,33.3%,2.4,2.7,4.1,7.3,5.4,331,79.6%,16.8,380,1.3,0.13,0.34,0.23,-1,2,-152,58.3%,16.7%
IC8,17,35.3%,3,0.4,2.6,7.5,0.9,222,71.6%,8.6,165,2.76,01.02,0.35,0.48,-336,4,-103,11.8%,17.6%
Ibai0,16,37.5%,2.9,5.2,3.6,5.2,8.4,428,70.1%,27.9,656,01.06,0.21,0.27,0.09,-93,-6,-73,43.8%,0%
Icaruss,17,29.4%,2.4,2.1,3.7,6.9,5.3,323,70%,15,290,1.38,0.16,0.3,0.25,41,5,253,41.2%,5.9%
IceBreaker,16,87.5%,4.7,3.2,2.3,7.6,7.9,402,59%,23.6,602,0.92,0.21,0.18,0.12,280,10,478,31.3%,12.5%
IgNar,8,25%,3.2,0.5,2.4,7.1,0.6,212,58.6%,7.4,158,2.64,0.66,0.35,0.45,-120,-1,-92,12.5%,0%
IgnaVilu,14,0%,1.9,0.6,2.9,4.9,0.9,217,76.5%,7.1,141,2.78,1.24,0.36,0.49,-280,0,-305,21.4%,42.9%
IlllIma,16,31.3%,2,2.5,3.3,4.1,8,385,59.3%,27.6,558,0.86,0.21,0.18,0.09,194,1,103,31.3%,6.3%
Impact,14,78.6%,4.1,2.4,2,5.9,7.8,390,55.2%,20.4,464,01.07,0.22,0.18,0.16,-96,-2,53,35.7%,0%
InDeed,18,38.9%,3,3.9,2.9,4.9,7.8,383,56.9%,23.9,652,1.12,0.34,0.21,0.14,125,-5,148,38.9%,0%
Indecision,17,64.7%,3.7,2.7,3.1,8.8,5.1,349,71.5%,17.6,414,1.46,0.21,0.29,0.21,206,0,-21,41.2%,0%
Infoneral,13,53.8%,2.7,0.5,3.5,8.7,1.1,248,71%,9.9,214,2.72,1.13,0.34,0.3,301,8,-45,30.8%,15.4%
Innaxe,16,56.3%,3.7,5.5,2.9,5,8.3,436,76.9%,28.2,593,1.49,0.3,0.33,0.12,257,0,-220,56.3%,6.3%
Ino,22,31.8%,1.6,1.8,3.3,3.6,7.9,375,49.5%,21.1,427,1.15,0.23,0.22,0.23,-209,-6,-231,18.2%,13.6%
Insanity,30,73.3%,3,2.8,2.6,5,8.3,400,51.2%,25,662,01.06,0.26,0.18,0.12,-24,-5,-135,10%,6.7%
Inspire,11,18.2%,2.6,3.4,3.5,5.5,7.3,369,64.8%,30.6,748,1,0.2,0.22,0.08,-387,-10,-309,9.1%,9.1%
Inspired,14,64.3%,5.9,1.4,1.7,8.7,5.4,322,76.6%,14.4,361,1.6,0.31,0.37,0.21,194,4,226,42.9%,0%
Instinct,30,16.7%,3.3,2.9,2.1,4.1,8.8,400,61%,28,576,0.91,0.3,0.23,0.1,-208,-5,72,26.7%,13.3%
Irrelevant,20,60%,2,2.5,3.5,4.3,7.3,370,51.2%,22.9,502,1.1,0.36,0.2,0.16,-347,-5,45,20%,10%
Islaa,1,0%,1.5,1,2,2,6.9,332,37.5%,19.5,355,0.64,0.34,0.09,0,-299,-12,-453,0%,0%
Isma,18,55.6%,4.9,3.8,2.6,8.9,5.3,348,72.3%,17,389,1.47,0.26,0.35,0.21,557,8,251,50%,11.1%
Ivok,14,28.6%,3,3.2,2.4,3.9,8.5,404,60.4%,21.9,452,0.98,0.26,0.13,0.08,-613,-7,63,7.1%,7.1%
Ivory,36,16.7%,2.1,2.7,3.3,4.1,8.5,373,66.7%,27.7,567,1,0.24,0.22,0.15,-374,-1,18,22.2%,2.8%
Iwandy,29,41.4%,3.8,1.2,2.7,8.9,0.9,266,79.7%,13.4,308,-,-,-,-,-,-,-,-,-
J0J0C,14,42.9%,2,2,3.1,4.3,8.1,370,56.8%,23.7,471,01.03,0.24,0.19,0.14,-148,-4,-129,7.1%,21.4%
JNX,17,70.6%,4.8,3.2,1.7,4.9,9.3,445,53.2%,23.4,554,1.17,0.31,0.18,0.13,386,9,76,5.9%,5.9%
JackeyLove,26,65.4%,4.4,4.5,2.3,5.7,9,447,66.8%,27.8,687,-,-,-,-,-,-,-,-,-
Jackies,12,83.3%,5.2,5.5,2.3,6.2,9,474,69.4%,30.2,803,1.21,0.32,0.17,0.16,650,9,818,16.7%,8.3%
Jackspektra,14,35.7%,2.8,3.9,2.9,4.2,9.1,446,56%,24.8,585,1.19,0.35,0.32,0.06,-205,-7,-220,28.6%,7.1%
Jacob1,2,50%,1.3,1.5,3.5,3,8,367,46.9%,27.5,478,0.62,0.23,0.2,0.03,-1726,-23,-480,0%,0%
Jaeger,18,38.9%,2.9,4.4,3.1,4.4,8.5,409,58.1%,25.8,699,0.95,0.27,0.16,0.12,557,13,377,22.2%,5.6%
Jaguar,14,28.6%,1.5,3.9,5.1,3.6,7.6,388,47.9%,25.5,608,0.85,0.22,0.15,0.12,-463,-8,-12,42.9%,21.4%
Jane,9,33.3%,3.4,3.3,2.6,5.4,8.1,384,70.7%,24.8,557,1.29,0.09,0.29,0.17,327,1,85,33.3%,0%
Jankos,14,35.7%,2.9,2.7,3.3,6.9,5.8,352,67.6%,16,382,1.77,0.46,0.49,0.22,-137,3,-31,14.3%,14.3%
Jaqen,18,27.8%,2.1,1.8,2.7,3.8,8.1,366,50.5%,22.6,454,0.7,0.18,0.11,0.04,-157,1,-4,22.2%,16.7%
Jaunutis1,18,50%,3.5,4.6,3.6,8.2,6.9,401,75.7%,23.5,584,1.67,0.38,0.37,0.16,484,19,638,27.8%,11.1%
Javaaa,13,38.5%,3.3,5.2,3.3,5.8,9.1,434,70.9%,28.8,706,1.18,0.29,0.33,0.16,-272,-1,34,7.7%,23.1%
Javier,16,93.8%,5.7,4.4,1.9,6.3,8.4,411,59.5%,20.7,491,1.19,0.31,0.16,0.23,-48,-8,-536,25%,12.5%
Jejky,10,50%,2.5,2.4,3.9,7.5,5.3,334,73.7%,15.9,383,1.44,0.28,0.35,0.26,404,4,342,50%,10%
Jelly,16,75%,4,0.8,2.8,10.2,1.1,244,70.3%,10.2,251,3.25,0.98,0.51,0.44,-76,4,80,12.5%,18.8%
