Player,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim
Spica,14,78.6%,5.9,2.6,1.9,8.4,5.7,347,72.9%,17.1,394,1.68,0.23,0.42,0.26,329,6,180,57.1%,0%
Spirax,30,60%,3.6,4.2,2.6,5,8.7,418,63.2%,28.7,670,01.07,0.29,0.19,0.15,66,2,126,13.3%,20%
Sponge,39,64.1%,3.1,2.1,2.9,6.9,5,323,68.9%,15.3,347,1.74,0.27,0.48,0.31,-23,-1,-153,28.2%,10.3%
Spooder,14,7.1%,2,2.5,2.9,3.4,7.3,359,67.4%,24.7,468,01.04,0.31,0.12,0.17,-208,-6,148,14.3%,14.3%
Spooky,14,92.9%,7.8,4,1.8,9.9,5.8,400,72.6%,21.1,556,1.79,0.35,0.41,0.19,811,0,151,42.9%,0%
Spot,2,100%,5.5,3,2,8,5.1,340,62.8%,14.2,348,1.73,0.29,0.45,0.21,366,-3,-316,50%,50%
Srtty,30,20%,2.2,2.7,2.6,3,8.1,388,55%,26.2,531,0.89,0.21,0.16,0.08,211,6,68,20%,10%
StarScreen,12,75%,2.8,2.4,2.7,5.1,8.3,405,53.2%,21.3,468,01.07,0.2,0.22,0.13,220,3,133,16.7%,25%
Starlit,3,66.7%,3.6,3.3,4,11,7.9,409,64.1%,23.8,689,1.63,0.24,0.3,0.17,14,2,-25,66.7%,0%
Steal,22,77.3%,5.3,2.3,2.1,9,5.3,352,73.6%,16.3,392,1.77,0.27,0.45,0.33,479,-3,78,54.5%,4.5%
Steeelback,16,50%,4.5,0.4,1.7,7.2,0.9,230,70.3%,6.7,128,2.83,01.08,0.31,0.4,113,2,-45,18.8%,6.3%
Stefan,13,84.6%,5.9,2.9,2.3,10.6,5.9,367,66.9%,16,448,1.47,0.19,0.34,0.19,165,12,242,38.5%,7.7%
StenBosse,13,84.6%,6,2.9,1.8,7.6,7.3,381,54%,19.4,540,1.13,0.24,0.15,0.15,-29,-8,41,0%,7.7%
Stend,18,44.4%,3.2,0.8,2.6,7.2,1.1,240,75.7%,9,182,3.48,1.27,0.49,0.41,70,2,76,50%,5.6%
StineR,14,50%,2.9,2.2,3.6,8.1,4.6,320,75.6%,16,343,1.69,0.4,0.39,0.38,-170,-7,-317,50%,0%
Sting,14,64.3%,3.1,1.6,3.6,9.8,5.8,344,63.5%,15.2,391,1.46,0.28,0.33,0.24,-15,6,261,57.1%,7.1%
Stixxay,14,57.1%,4.9,4.6,1.7,3.8,9.5,445,70.3%,26.4,573,1.3,0.23,0.33,0.14,208,-3,102,7.1%,7.1%
Stomaged,11,54.5%,2.6,1.8,4.2,9,4.7,310,74.8%,14.2,314,1.45,0.17,0.33,0.34,-305,-11,-253,18.2%,18.2%
Stoneses,5,60%,6.2,0.2,2,12.2,0.6,234,69.9%,8.4,198,2.32,0.56,0.36,0.34,-107,-6,122,20%,0%
Stookbeer,14,57.1%,2.7,1.5,3.6,8.1,1.2,253,65.5%,10.4,248,2.37,0.88,0.33,0.31,-50,-1,21,14.3%,14.3%
Stormax,17,58.8%,4.4,3.5,2.7,8.4,5,342,79.1%,16.9,424,1.75,0.37,0.35,0.35,277,2,36,35.3%,23.5%
Striker,22,54.5%,2.3,3.3,4.6,7.3,5.7,349,62.8%,17.6,488,0.81,0.07,0.24,0.09,-212,7,60,9.1%,18.2%
Strive,28,39.3%,3.7,3.1,2,4.3,8.3,385,71.2%,25,559,-,-,-,-,-,-,-,-,-
Strode,11,54.5%,4.2,6.3,3.4,7.9,8.3,449,79.2%,30,821,1,0.23,0.23,0.09,446,3,255,27.3%,0%
Sty1e,12,83.3%,4.9,4.6,2.4,7.2,9.2,454,69.8%,26.5,678,1.39,0.08,0.32,0.15,79,8,228,16.7%,8.3%
Subbex,14,57.1%,5.1,3.1,1.9,6.4,9.1,430,63.9%,20.2,501,1.39,0.33,0.25,0.18,295,3,-244,14.3%,0%
Summit,14,42.9%,2.2,2.4,3.2,4.6,8.4,399,51%,24.6,572,1.18,0.25,0.22,0.19,497,15,519,14.3%,14.3%
Sunmer,10,0%,0.9,1.4,3.2,1.5,7.6,338,38.6%,22.5,374,0.82,0.06,0.11,0.14,-586,-16,-409,10%,0%
Supa,18,55.6%,4.6,5.6,2.5,5.8,9.1,457,59.1%,29.3,682,1.35,0.29,0.34,0.11,836,14,599,27.8%,11.1%
SuperCleber,14,64.3%,3.8,3.1,2.5,6.3,7.3,396,50.6%,22.4,591,1.21,0.38,0.17,0.26,458,3,341,21.4%,14.3%
Sven,2,100%,4.4,6,3.5,9.5,7.6,421,58.1%,21.8,559,1.37,0.4,0.25,0.19,128,-2,62,0%,0%
Svenskeren,30,46.7%,2.8,2.7,3.7,7.7,5.3,341,68.9%,16.8,415,1.57,0.25,0.32,0.23,211,2,77,43.3%,10%
Sword,30,16.7%,3,0.7,2.7,7.4,0.9,227,70.6%,9.9,195,2.59,1.13,0.3,0.3,-228,0,-237,33.3%,6.7%
SwordArt,32,31.3%,3,0.6,2.4,6.7,0.6,223,71.3%,10.4,227,-,-,-,-,-,-,-,-,-
Sylvie,38,18.4%,2,1.7,3,4.3,5,302,69.9%,14.1,265,1.61,0.33,0.44,0.38,-165,-3,-144,21.1%,10.5%
Synapse,12,25%,1.7,1.3,3.2,4.1,7.4,344,51.4%,22.3,452,1.1,0.25,0.13,0.12,-432,1,-37,25%,25%
Syrpy,18,50%,3.4,0.6,2.8,9,1.3,236,67.3%,9.2,201,03.09,1,0.54,0.32,-75,6,215,22.2%,5.6%
Szygenda,21,47.6%,2.4,1.8,2.6,4.4,8,375,51.5%,18.6,425,1.26,0.49,0.18,0.13,-24,9,60,14.3%,14.3%
TEDDYBEAR,13,46.2%,4.9,1.3,2.1,8.8,0.7,250,77.5%,11.5,252,2.45,0.94,0.37,0.23,173,-2,237,7.7%,23.1%
TLamp,18,38.9%,3.2,3.1,2.8,5.9,8.3,402,58.1%,27.1,755,1.35,0.34,0.29,0.15,236,-2,-118,16.7%,5.6%
TOWN,12,0%,0.9,1.6,3.5,1.6,7.9,336,51.6%,23.4,380,0.85,0.14,0.13,0.11,-701,-10,-406,8.3%,0%
TaNa,23,47.8%,3,2.8,1.9,3,8.6,405,51.5%,26.1,532,01.01,0.26,0.14,0.2,363,5,161,8.7%,8.7%
Taco,17,35.3%,2.3,2.1,3,4.8,8,380,60.6%,20.9,446,01.01,0.24,0.22,0.21,80,3,3,11.8%,23.5%
Tactical,14,21.4%,2.3,2.8,2.6,3,9.2,402,64.3%,29.9,664,1.14,0.3,0.34,0.15,-618,-13,-367,21.4%,21.4%
Taeyoon,37,35.1%,2.3,2.6,2.6,3.4,9.7,416,63.8%,25.7,529,1.37,0.36,0.43,0.19,-229,-2,-300,13.5%,8.1%
TakeSet,16,50%,4.3,3.4,1.7,3.9,10,448,69.1%,24,460,1.5,0.24,0.36,0.11,290,9,265,18.8%,6.3%
Takeover,14,85.7%,8.3,4.4,1.4,6.9,8.4,407,64.7%,24.9,586,1.15,0.23,0.22,0.14,-68,7,205,0%,21.4%
Taki,11,45.5%,8,1.8,1.4,9.1,0.8,259,82.7%,10.1,232,2.7,0.34,0.4,0.44,139,-5,-4,36.4%,9.1%
TamoZ,14,35.7%,2.4,4.1,3.8,4.9,8.4,430,67.9%,31.2,665,01.07,0.29,0.15,0.12,859,15,678,21.4%,42.9%
Tangyuan,9,22.2%,1.8,1.4,2.9,3.9,7.7,336,63.9%,20.4,385,-,-,-,-,-,-,-,-,-
Targamas,9,11.1%,2.6,1.7,3.2,6.8,1.1,244,73.3%,10.5,252,3,1.43,0.45,0.25,-38,8,223,44.4%,0%
Tarzan,25,76%,6.5,2.7,1.9,9.6,5,336,76.1%,15.7,393,-,-,-,-,-,-,-,-,-
Tasteless,13,53.8%,7.9,0.8,1.7,12.5,0.9,255,78.9%,8.4,191,2.86,1.2,0.3,0.27,396,-2,413,38.5%,0%
Tatu,14,35.7%,2.3,1.5,3.9,7.2,4.9,308,68.2%,18.4,414,1.46,0.26,0.41,0.28,-263,-8,-338,35.7%,14.3%
Taxer,14,57.1%,2.9,1.8,2.8,6.4,4.9,317,52%,14.8,320,1.48,0.29,0.32,0.27,28,-3,-107,35.7%,7.1%
Tay,14,64.3%,5,2.4,1.6,5.8,7.7,388,52.3%,18.7,470,1.15,0.27,0.23,0.18,33,-4,207,0%,14.3%
Tazaku,16,25%,1.7,3.3,3.8,3.3,8.5,396,69.3%,27.8,564,1.18,0.27,0.23,0.16,-554,-13,-621,18.8%,25%
Tchokez,14,35.7%,2.3,0.2,3.1,6.9,0.8,221,62.4%,9.3,159,2.15,0.89,0.2,0.19,-244,2,389,14.3%,7.1%
Teiyon,13,15.4%,1.4,3.5,5,3.6,7.2,373,59.9%,23.4,531,0.8,0.16,0.2,0.07,-1265,-19,-585,23.1%,7.7%
Telas,14,78.6%,4.8,1.6,3.1,13.4,1,265,77%,9.3,239,3.3,0.94,0.54,0.35,35,0,108,50%,14.3%
Tempt,12,75%,6.3,3.6,1.4,5.3,8.9,403,68.5%,30.4,657,1.21,0.23,0.17,0.23,375,15,128,8.3%,0%
Tenacity,16,43.8%,3,2.1,1.9,3.6,8.1,379,56.2%,19.8,426,01.07,0.23,0.17,0.16,-212,-3,-111,0%,6.3%
Thanatos,40,70%,4.2,2.7,1.9,5.2,8.7,402,50.2%,21.9,460,1.12,0.26,0.22,0.19,305,7,214,15%,10%
Thayger,16,62.5%,3.3,2.5,3,7.3,5.5,343,60.9%,14.1,314,1.63,0.16,0.4,0.2,-151,1,-4,37.5%,0%
TheBash,1,0%,0.6,2,5,1,5.6,292,60%,21.8,442,01.05,0.52,0.1,0.16,-887,-23,-270,0%,0%
TheShy,26,61.5%,2.1,2.2,3,4,8.2,394,46.6%,25.3,579,-,-,-,-,-,-,-,-,-
Theoloris,8,25%,2,1.9,3.3,4.8,7.2,353,57.7%,22,415,0.84,0.17,0.09,0.06,-879,-26,-913,37.5%,12.5%
Thomas,22,54.5%,3.7,1.1,2.9,9.4,1,254,64.7%,11,265,2.76,01.04,0.37,0.21,-65,-2,-44,27.3%,9.1%
Thominhas,1,0%,4,2,2,6,0.5,229,72.7%,6.8,154,2.19,0,0.16,0.5,1,0,-557,0%,0%
Tian,26,65.4%,4.4,2.6,2.5,8.2,5.5,354,69%,15.4,372,-,-,-,-,-,-,-,-,-
Tide,17,35.3%,3.6,3.2,2,4.1,9.7,425,68.4%,28,601,1.29,0.28,0.37,0.16,-564,-12,-589,11.8%,11.8%
Time,12,91.7%,7.6,4.8,1.9,9.8,5.9,398,69.9%,19,541,1.23,0.15,0.26,0.2,848,8,564,50%,0%
Tinelli,13,38.5%,3.8,0.9,2.9,10.2,0.7,241,73.3%,9.2,218,1.98,0.57,0.21,0.22,-277,-5,303,15.4%,0%
Tinowns,14,57.1%,4.2,2.9,2.1,5.9,8.3,397,66%,28,642,1.42,0.41,0.24,0.26,54,6,50,7.1%,14.3%
Titan,14,57.1%,4.8,3.7,1.9,5.1,9.4,426,68.5%,28.8,574,1.67,0.38,0.47,0.23,-258,0,89,42.9%,7.1%
Tixn,10,80%,4.8,4.4,2.1,5.6,8.3,404,53.2%,25,624,1.12,0.2,0.21,0.15,-203,5,-102,10%,10%
Tochas,12,50%,4.7,0.8,2.3,9.8,0.8,238,77.9%,9.5,225,2.82,0.92,0.43,0.42,117,-5,101,16.7%,0%
Toffe,6,16.7%,2.3,2,3.2,5.2,8.3,371,64.6%,21.3,472,1.11,0.33,0.23,0.11,313,-1,122,0%,0%
Tomio,30,76.7%,6.8,3.4,1.7,7.9,5.4,355,64.1%,14.6,392,1.87,0.34,0.45,0.22,55,1,23,36.7%,16.7%
Tomo,27,74.1%,4.4,4.2,2,4.7,9.5,454,62%,27.7,718,1.14,0.3,0.28,0.14,797,20,381,37%,7.4%
Tomrio,10,0%,1.5,1.5,3.8,4.2,4.7,296,81.8%,16.7,288,1.6,0.1,0.35,0.41,-604,-5,-380,20%,0%
TopLop,16,31.3%,2.4,1.6,2.5,4.4,8.4,370,57.7%,24.7,497,1.22,0.28,0.27,0.17,-648,-14,-282,18.8%,12.5%
Torak,16,31.3%,3.7,3.8,2.4,5.2,8,380,69%,27.4,541,1.22,0.24,0.19,0.13,139,1,-47,25%,0%
Tore,16,56.3%,4,1.3,2.6,9.2,0.9,253,83.4%,11.4,246,3.17,0.94,0.5,0.28,138,0,-130,25%,12.5%
Touch,14,42.9%,3.1,1.1,3.5,9.7,1,247,69.7%,6.4,142,3.21,01.07,0.46,0.44,90,7,106,35.7%,7.1%
Toucouille,16,62.5%,5,4.3,2.1,6.1,8.2,400,64.1%,29.1,659,1.17,0.29,0.19,0.18,552,8,321,31.3%,0%
Tracyn,16,37.5%,2.1,1.1,2.6,4.3,8,360,43.2%,17.3,399,0.92,0.24,0.15,0.1,-408,-5,22,6.3%,12.5%
Trevis,7,28.6%,1.3,2.9,5.3,4.1,6.6,336,54.7%,22.9,511,01.01,0.37,0.17,0.17,-392,-11,-272,42.9%,14.3%
Trevor,31,64.5%,5.6,1.3,2.1,10.5,0.8,256,76.1%,10.3,250,2.63,01.02,0.35,0.3,55,-2,16,29%,6.5%
Trigger,16,43.8%,4,4.2,2.4,5.6,9.1,432,74%,27.7,676,1.6,0.29,0.41,0.15,-17,-1,76,6.3%,18.8%
Trigo,14,42.9%,3.5,3.4,2.6,5.6,8.3,401,69.4%,21.2,448,1.43,0.42,0.33,0.22,-33,-1,29,42.9%,14.3%
Tron,8,37.5%,2,1.8,3,4.1,7.4,353,51.8%,23.5,454,0.68,0.21,0.1,0.07,-168,0,164,12.5%,12.5%
Trymbi,21,47.6%,3.8,1.2,2.6,8.8,0.7,247,71%,11.5,267,2.95,1.39,0.41,0.24,298,-3,156,23.8%,0%
Tsiperakos,16,87.5%,9.5,4.6,1.4,8.4,8,420,68.5%,26.1,689,1.63,0.26,0.27,0.12,74,-5,-53,12.5%,12.5%
Tsubasa,2,50%,1.1,2,4,2.5,4.8,319,35.1%,13.8,271,1.27,0.15,0.34,0.15,-1250,-22,-852,50%,0%
Tutsz,14,35.7%,3.1,2.9,2.6,5.2,8.7,399,69.4%,30,678,1.33,0.3,0.22,0.18,283,14,289,7.1%,21.4%
Twelve,17,52.9%,3.5,1.8,1.7,4.1,8.3,381,51.2%,17.7,351,0.88,0.2,0.15,0.11,-378,-10,-247,11.8%,11.8%
Twiizt,16,12.5%,1.8,0.8,3.8,6,1.2,230,65.5%,10.9,184,2.8,0.8,0.36,0.33,52,2,149,18.8%,12.5%
TynX,12,83.3%,5,4.7,2.8,9.2,5.9,400,77%,21.9,538,1.42,0.2,0.27,0.21,800,4,257,58.3%,16.7%
Typhoon,12,41.7%,3.1,2.2,3.3,7.9,5.3,319,79.6%,14,315,1.64,0.19,0.37,0.26,-39,5,158,50%,16.7%
Typical,14,50%,2.2,2.5,3.4,5.1,7.4,384,53.8%,21.1,465,1.15,0.35,0.16,0.22,-268,-10,-464,14.3%,0%
Tyrin,14,78.6%,6.3,4.4,1.6,6.1,8.5,431,54.6%,22.3,569,01.08,0.36,0.13,0.18,-28,-4,167,7.1%,0%
UNF0RGIVEN,28,64.3%,6.5,5.1,1.6,5.1,10.3,480,68%,28.1,686,1.19,0.26,0.35,0.1,371,12,383,21.4%,7.1%
Ucal,27,51.9%,3.7,4.2,2.4,4.5,9,429,69.1%,25.9,570,-,-,-,-,-,-,-,-,-
Uciu,18,22.2%,2.9,3.8,2.9,4.7,5.8,349,69.3%,19.4,433,1.3,0.16,0.26,0.14,-7,-1,-31,27.8%,5.6%
UmTi,37,32.4%,2.4,1.6,2.6,4.7,5.4,313,79.3%,17.2,329,1.94,0.37,0.51,0.36,-131,1,-19,35.1%,10.8%
Undefined,6,0%,1.2,0.5,4.2,4.7,1.2,221,58.5%,6,106,2.6,1.33,0.36,0.3,-387,3,-222,16.7%,50%
UniqueCORN,18,22.2%,2,2.7,3.2,3.8,8.4,374,60%,26.4,546,0.8,0.22,0.18,0.04,-206,-4,-109,16.7%,0%
Universe,8,37.5%,3.8,4.6,2.5,4.9,8.4,405,63.9%,24.9,553,01.03,0.31,0.18,0.14,200,2,122,62.5%,0%
Unkn0wn5,8,37.5%,2.9,2.9,2.5,4.3,9.2,422,58%,28,600,1.3,0.32,0.31,0.09,-420,-1,-42,25%,0%
Urgaleex,16,31.3%,2.5,1.6,2.7,5.2,7.2,347,51%,19.1,382,0.88,0.2,0.14,0.1,-530,-15,-342,12.5%,25%
V1PER,2,50%,4.6,6,2.5,5.5,8.4,436,63.7%,20.7,552,1.21,0.42,0.21,0.11,-410,-11,520,50%,0%
Vahvel,14,35.7%,2.3,0.4,3.6,7.8,0.8,221,70%,6.2,139,2.51,0.98,0.32,0.37,-245,5,-226,14.3%,14.3%
Varry,22,54.5%,3.6,4.3,3.1,6.7,8,401,65.3%,24.9,675,0.87,0.33,0.14,0.13,-28,1,387,18.2%,4.5%
Vaunted,16,37.5%,2.5,0.7,3.8,8.9,0.9,227,67.3%,7.9,181,3.23,1.21,0.44,0.32,-216,1,4,37.5%,25%
Vaynedeta,14,64.3%,4.5,4.4,2.4,6.5,8.8,453,68%,25.5,605,01.01,0.26,0.31,0.11,285,4,-85,28.6%,7.1%
Veignorem,16,43.8%,2.4,0.8,3.8,8.1,0.9,239,67.3%,9.3,208,2.95,01.07,0.39,0.38,-120,0,156,12.5%,37.5%
Velja,6,50%,2.6,3,3.8,6.8,4.7,345,61.9%,19.5,489,1.72,0.29,0.46,0.2,124,-10,-451,33.3%,16.7%
Venour,16,75%,3.1,2.8,2.2,3.9,8.5,416,43%,22.1,550,0.89,0.21,0.15,0.07,-35,0,44,6.3%,6.3%
Ventair,16,25%,2.1,1.8,2.1,2.5,8.6,380,38.3%,23.3,467,0.98,0.21,0.18,0.15,101,-3,-75,6.3%,0%
Venzer,13,84.6%,5.4,1.8,2.8,13.1,1,288,75.7%,10.4,281,3.14,1,0.48,0.38,603,-5,217,23.1%,23.1%
Vertigo,16,37.5%,3.1,3.6,2.6,4.3,8.3,394,56.1%,20.9,494,0.84,0.2,0.15,0.06,-432,-7,-179,12.5%,0%
Vespa,17,64.7%,2.6,7,4.4,4.2,8.8,471,72.7%,28.4,661,1.12,0.26,0.29,0.11,252,-3,182,35.3%,11.8%
Vetheo,9,11.1%,2.3,2.3,3.3,5.2,8.7,401,69.1%,26,644,01.09,0.34,0.16,0.16,-3,-6,-273,22.2%,11.1%
Viciun,16,43.8%,3.1,2.9,2.2,3.9,8.8,395,50%,23.8,484,0.99,0.27,0.24,0.14,-356,-5,-50,6.3%,0%
Vicla,14,78.6%,3.4,3.1,2.8,6.3,8.4,405,63.4%,25.9,592,1.19,0.29,0.22,0.3,39,0,265,35.7%,21.4%
Vigil,13,38.5%,2.3,2.8,4,6.3,8,383,61.8%,23.4,547,0.94,0.2,0.14,0.07,-234,-5,-312,23.1%,15.4%
Viketox,16,37.5%,3.1,0.6,3.1,9.3,1.1,237,64.7%,7.9,178,2.79,0.95,0.33,0.51,-61,3,-28,56.3%,0%
Viking,18,83.3%,8.4,3.8,2,13.1,5,356,71.4%,13.7,394,1.27,0.19,0.33,0.18,232,1,196,61.1%,0%
Vinboiz,2,100%,10.5,5.5,1,5,10.8,478,58.7%,27.2,668,1.38,0.54,0.26,0.24,754,10,108,50%,0%
Vincenzo,41,31.7%,2.6,1.6,3.7,7.9,4.7,305,72.9%,15.1,343,1.74,0.34,0.4,0.39,-133,-2,-125,36.6%,4.9%
Violet,13,69.2%,7,5.7,1.8,6.7,9.5,476,76.3%,32.4,754,01.03,0.3,0.25,0.12,815,20,441,46.2%,7.7%
Viper,37,56.8%,4.9,2.9,1.4,3.8,10,445,67.1%,29.5,645,1.42,0.37,0.41,0.21,309,7,-101,13.5%,13.5%
Visdom,16,37.5%,3.2,0.6,2.9,8.6,0.8,234,77.1%,9.6,212,2.75,0.98,0.33,0.32,31,-3,47,37.5%,12.5%
Vit,9,55.6%,3.4,3,2.6,5.8,9,433,62.2%,25.3,565,1.57,0.12,0.36,0.26,-440,-9,-224,22.2%,11.1%
Vital,38,18.4%,2.6,2.7,2.2,2.9,9.5,406,60.7%,28.6,553,1.15,0.3,0.37,0.14,-491,-13,-302,21.1%,7.9%
Vizi,12,41.7%,4,0.9,2.4,8.8,0.9,238,65.3%,7.2,154,02.05,0.7,0.22,0.2,-132,1,31,25%,8.3%
Vizicsacsi,16,37.5%,2.7,2.3,3.1,6.1,7.6,382,63.7%,24.8,539,1.31,0.35,0.22,0.26,-145,-1,-82,12.5%,6.3%
Vladi,14,64.3%,3.3,4.2,3.4,7.1,8.4,420,69.8%,26.9,675,1.11,0.37,0.2,0.17,210,-1,-213,35.7%,14.3%
Voice,10,10%,1.4,2.6,3.7,2.4,8.1,386,67.4%,25.9,463,0.79,0.24,0.23,0.07,-874,-14,-411,10%,10%
Vortum,13,53.8%,3.7,3.3,2.1,4.4,7,379,54.5%,23.9,555,01.02,0.24,0.15,0.09,-30,-6,-222,23.1%,23.1%
Vsta,23,65.2%,5.1,0.8,1.8,8.4,0.7,255,76.4%,12.2,283,3.16,0.98,0.46,0.41,371,-1,133,26.1%,17.4%
Vulcan,14,64.3%,5.9,0.8,1.9,10.1,0.8,242,80.7%,7.8,181,3.23,01.07,0.34,0.44,271,1,-71,35.7%,7.1%
Vzz,13,76.9%,5.2,5.2,2.2,6.5,8.8,442,71%,27.8,756,1.3,0.22,0.35,0.1,-87,8,399,30.8%,7.7%
WSL,17,17.6%,2,2.3,3.8,5.1,4.9,304,68.3%,20.4,419,1.44,0.24,0.32,0.24,-184,-1,-235,29.4%,11.8%
WaenA,11,45.5%,2.2,3.4,3.5,4.3,8,385,63.5%,26.7,598,0.95,0.17,0.21,0.18,-363,-7,-309,18.2%,18.2%
Wako,17,88.2%,11.5,5.2,1,6.3,9.6,471,69.2%,32.6,805,1.99,0.35,0.5,0.17,405,8,393,17.6%,0%
Wao,14,85.7%,5.4,5.6,2.1,5.9,7.3,433,58.9%,20.3,538,0.63,0.19,0.09,0.02,544,3,129,28.6%,0%
Warner,14,21.4%,2.9,3.4,2.8,4.7,8.6,400,66.7%,32.1,613,1.1,0.33,0.21,0.2,52,7,13,0%,14.3%
Warszi,10,80%,6.6,4.6,1.6,5.9,8.8,432,62.2%,24.6,614,1.1,0.22,0.21,0.16,506,6,102,0%,0%
Washidai,22,9.1%,1.6,1.8,3,2.9,7,338,57.8%,21.4,387,1,0.25,0.15,0.18,-390,-15,-299,9.1%,13.6%
Water,7,42.9%,3.2,2.3,2.4,5.6,7.4,356,73.9%,23.2,463,0.98,0.39,0.19,0.22,-629,-11,-258,14.3%,0%
Way,8,75%,7.8,1.3,1.8,12.4,1,273,78.6%,8.2,199,2.66,0.73,0.35,0.4,271,-3,331,37.5%,0%
Wei,27,44.4%,2.7,2,2.9,5.8,5,321,73.4%,15.3,332,-,-,-,-,-,-,-,-,-
Weizhe,2,50%,3.8,6,2.5,3.5,8.3,430,74.4%,23,605,1,0.33,0.2,0.2,471,5,288,50%,0%
Weizor,14,57.1%,2.5,3.6,3.4,5,7.4,397,54.3%,26.9,621,0.95,0.3,0.09,0.16,408,-1,46,28.6%,28.6%
Wenbo,21,71.4%,5.6,4.8,2,6.2,8.8,455,65.9%,23.1,557,01.06,0.33,0.25,0.1,409,6,255,28.6%,0%
Wendel,2,0%,1.5,0,8,12,0.9,221,59.9%,6.8,222,2.69,1.32,0.38,0.28,-1062,8,-904,50%,50%
Westlander,17,29.4%,1.5,2.3,4.2,3.9,8,391,48.2%,24.5,517,01.04,0.23,0.16,0.14,307,11,-99,29.4%,17.6%
White,16,62.5%,2.8,1.3,3.1,7.4,4.7,295,66.5%,13.8,301,1.45,0.28,0.33,0.33,-697,-12,-445,37.5%,18.8%
Whiteknight,18,61.1%,4.5,2.4,1.7,5.4,8,379,52.9%,17,387,1.11,0.33,0.16,0.13,-388,-9,-142,11.1%,11.1%
Whynot,15,73.3%,3.9,3.7,3.1,8.6,5.1,358,75.5%,16.2,406,1.67,0.36,0.34,0.26,423,3,97,33.3%,13.3%
WildTurtle,29,44.8%,3.1,4.5,3,5,8.8,433,64.8%,26.2,632,0.95,0.24,0.23,0.12,-124,-1,128,20.7%,6.9%
Willer,39,48.7%,3.1,1.9,2.2,4.8,5.7,322,65.2%,13.8,281,1.93,0.4,0.48,0.43,-109,5,-4,33.3%,7.7%
Wind,11,9.1%,1.5,1.7,3,2.7,8.3,373,61.7%,25.6,419,0.94,0.15,0.26,0.06,-268,-7,-283,9.1%,9.1%
Wink,26,61.5%,4.9,1.3,2,8.7,1.2,267,70%,14.9,345,-,-,-,-,-,-,-,-,-
Winner,40,37.5%,2.7,1.9,3.2,6.7,5.1,323,73.6%,14.8,323,1.72,0.31,0.42,0.3,-232,-4,-109,35%,5%
Winsome,17,88.2%,5.2,0.9,2.1,10.1,1,264,71.5%,7.1,156,3.36,0.94,0.54,0.45,169,1,64,41.2%,5.9%
Wixo,17,52.9%,3.1,0.6,2.8,8.1,0.7,235,67.2%,9.2,197,2.62,0.93,0.35,0.38,-190,-6,-162,35.3%,23.5%
Wixxi,30,50%,4,5.1,2.6,5.2,8.6,433,65.1%,25,606,01.07,0.29,0.26,0.09,127,4,7,10%,6.7%
Wizer,14,57.1%,2.5,2.9,2.9,4.3,8.3,391,57.7%,21.8,485,1.3,0.29,0.22,0.21,37,7,-163,7.1%,7.1%
Woden,17,41.2%,2.7,2.2,3.7,7.8,5,324,65%,12.2,268,1.25,0.2,0.27,0.28,-325,0,76,35.3%,0%
Wojtus,13,92.3%,6.2,0.5,2.1,12.4,0.6,253,77.2%,8.3,214,2.68,1.19,0.28,0.32,15,-1,68,23.1%,7.7%
Wondro,12,41.7%,2.3,2.3,3.8,6.4,7.4,372,71.8%,26.4,574,0.87,0.23,0.12,0.05,-113,-3,-325,25%,25%
Woody,17,88.2%,7.6,1.1,1.7,11.8,0.6,253,80.9%,8.8,202,2.95,01.07,0.4,0.5,111,-6,-112,23.5%,5.9%
Woolite,14,85.7%,7.1,5.6,1.9,8.1,9.6,481,70.4%,32,837,1.35,0.33,0.33,0.15,582,8,118,28.6%,21.4%
Worst,13,76.9%,6.9,5.1,1.5,5.5,9,452,63%,24.3,581,01.04,0.27,0.18,0.15,1010,13,494,53.8%,0%
Wufo,14,50%,2.4,3.1,3.1,4.4,7.6,383,50.9%,26.2,614,0.75,0.17,0.15,0.02,-136,-5,-10,7.1%,0%
Wunder,9,22.2%,1.6,1.6,3.2,3.4,7.9,356,43.7%,17.5,402,1.11,0.48,0.14,0.16,-766,-7,-752,0%,11.1%
Wylenz,17,52.9%,3,3,2.4,4.2,8.6,408,55.7%,20.2,424,0.96,0.24,0.18,0.18,340,8,-113,5.9%,5.9%
XERSUS,17,52.9%,3.2,0.4,2.6,7.9,0.8,237,66.3%,7.6,147,2.81,0.95,0.27,0.3,-42,-3,-263,17.6%,11.8%
XLB,27,33.3%,2.5,1.8,3.4,6.7,4.5,306,73.1%,15.5,376,-,-,-,-,-,-,-,-,-
XUN,33,54.5%,3,2.5,3,6.6,5.5,336,71.7%,13.8,323,-,-,-,-,-,-,-,-,-
Xagog,18,33.3%,2.5,2.9,3.3,5.3,5.6,346,76.7%,19.2,406,1.69,0.25,0.44,0.24,-62,-3,-76,38.9%,5.6%
Xeltop,14,35.7%,2.6,4.2,3.1,3.9,8.4,391,58.4%,23.4,510,0.88,0.2,0.17,0.13,166,6,69,7.1%,0%
Xerxe,9,11.1%,2.3,1.8,3.1,5.4,4.9,298,66.8%,13.4,334,1.49,0.35,0.35,0.24,-67,4,-11,55.6%,0%
